Par,Vassom,År,Akvakultur,Jordbruk,Avløp,Industri,Bebygd,Bakgrunn
n,104,2009,2.5749279041739124,91.98075004617114,14.309140939634897,0.0,0.0,218.8677534824252
n,104,2010,20.65283008132174,91.96204604103863,14.237463373507948,0.0,0.0,183.22455657875224
n,104,2011,39.29124593833043,91.81241399997867,14.164365733141576,0.0,0.0,244.4865536156049
n,104,2012,196.07399222772173,92.18649410262856,14.23942305767184,0.0,0.0,278.21418127798603
n,104,2013,47.72030082114783,91.7937099948462,14.23173636131559,0.0,0.0,195.5847689644096
n,104,2014,151.08744891231302,81.13797426476265,14.493970764836252,0.0,0.0,180.6302706550531
n,104,2015,32.811853848486955,85.8658204898696,15.195736988442366,0.0,0.0,202.02614183131084
n,104,2016,65.72895387819126,85.89547665009869,15.195736988442366,0.0,0.0,207.79342210021608
n,104,2017,40.960146150713,85.91915890754781,15.142209046336998,0.0,0.0,309.067286566604
n,104,2018,102.49897154765216,92.25810981809786,14.942488522585267,0.0,0.0,255.1315292970081
n,104,2019,34.646717434608696,92.15015286071718,14.879736887064247,0.0,0.0,269.6042152106674
n,104,2020,91.71671584170434,92.16963916264227,17.729197025640822,0.0,0.0,316.1254690343836
n,104,2021,74.77565902184348,92.19630837148136,17.718776139907842,0.0,0.0,223.00894215550085
n,104,2022,36.94265058796522,92.1929658306402,17.7059095805307,0.0,0.0,371.4894171728599
n,105,1990,40.953,15.108,106.805,0.0,2.668009020494691,149.85
n,105,1991,37.872,15.108,106.805,0.0,2.668009020494691,113.616
n,105,1992,34.791,15.108,106.805,0.0,2.668009020494691,138.818
n,105,1993,45.669,15.108,164.732,0.0,2.668009020494691,130.851
n,105,1994,66.909,15.108,92.807,0.0,2.668009020494691,123.571
n,105,1995,78.863,15.108,150.615,0.0,2.668009020494691,149.704
n,105,1996,85.89,15.078577590914918,159.50658703369356,0.0,2.668009020494691,69.06125512128068
n,105,1997,97.907,15.078577590914918,158.65676553093485,0.0,2.668009020494691,110.4316737962736
n,105,1998,75.868,15.078577590914918,114.32757249635793,0.0,2.668009020494691,91.1836922790073
n,105,1999,112.192,15.078577590914918,109.0754503374667,0.0,2.668009020494691,80.80168386311884
n,105,2000,107.19735,15.078577590914918,130.69647449164574,0.0,2.668009020494691,93.83666550101914
n,105,2001,0.0,50.566331170326194,85.78295188682017,0.0,2.668009020494691,72.76131743394102
n,105,2002,0.0,50.583168687899466,85.95836070541634,0.0,2.668009020494691,75.55478952323847
n,105,2003,39.0565062283776,50.57474992911283,86.10729070541633,0.0,2.668009020494691,77.64739813052171
n,105,2004,57.88548041600001,50.60000620547273,86.19323695311309,0.0,2.668009020494691,88.91233130384107
n,105,2005,58.30666875000001,50.5915874466861,85.5853532638968,0.0,2.668009020494691,91.83001936453128
n,105,2006,68.46208325538369,50.557888219703976,85.78664942793313,0.0,2.668009020494691,66.70564086680024
n,105,2007,0.0,50.49051395757531,86.5722325150428,0.0,2.668009020494691,95.9477241010662
n,105,2008,0.0,50.498932716361935,86.80247486326489,0.0,2.668009020494691,91.3222883411259
n,105,2009,0.0,50.49051395757531,88.55830087926489,0.0,2.668009020494691,76.70615406813826
n,105,2010,0.0,50.48207100695308,88.95325215359502,0.0,2.668009020494691,61.19884414518642
n,105,2011,0.0,51.45080887147019,91.1967118546614,0.0,2.668009020494691,90.06721081254662
n,105,2012,0.0,50.54946946091735,51.58534393413113,0.0,2.668009020494691,96.56563815262108
n,105,2013,0.0,51.33287367295054,93.83937063048737,0.0,2.668009020494691,62.70608846620349
n,105,2014,0.0,44.5916493418961,94.92543866486919,0.0,2.668009020494691,47.497258110833386
n,105,2015,0.0,49.41654160822529,94.47997877726307,0.0,2.668009020494691,66.8152338436443
n,105,2016,0.0,49.439402892861395,90.5456908572631,0.0,2.668009020494691,78.90735379226722
n,105,2017,0.0,49.426194150627204,92.46527633274445,0.0,2.668009020494691,102.32710580021732
n,105,2018,0.0,50.58815220603178,77.17426188918289,0.0,2.668009020494691,76.97799083842858
n,105,2019,0.0,50.57295973327889,78.3680879885292,0.0,2.668009020494691,86.31437397037173
n,105,2020,0.0,50.577604565712896,86.34880008103215,0.0,2.668009020494691,105.9730676551924
n,105,2021,0.0,50.59115199364541,77.65616646592375,0.0,2.668009020494691,82.28884877803556
n,105,2022,0.0,50.59115199364541,84.71698479798371,0.0,2.668009020494691,119.62861744300784
n,106,1990,117.768,2.112,12.789,0.0,0.0,26.002
n,106,1991,108.909,2.112,12.789,0.0,0.0,16.243
n,106,1992,100.049,2.112,12.789,0.0,0.0,17.492
n,106,1993,131.33,2.112,12.445,0.0,0.0,16.644
n,106,1994,192.413,2.112,24.575,0.0,0.0,15.568
n,106,1995,226.788,2.112,27.29,0.0,0.0,17.719
n,106,1996,246.996,2.1101824595094496,17.03707,0.0,0.0,7.302350029256703
n,106,1997,281.557,2.1101824595094496,20.28307,0.0,0.0,8.94044431711038
n,106,1998,336.899,2.1101824595094496,19.99423,0.0,0.0,8.61202640123575
n,106,1999,322.634,2.1101824595094496,22.2206075,0.0,0.0,7.787443806593452
n,106,2000,337.88235,2.1101824595094496,19.8860728,0.0,0.0,8.545856110981884
n,106,2001,5.134375,7.0765418312175035,18.515946299999996,0.0,0.0,6.816995521614769
n,106,2002,170.38267059972944,7.078898169806509,18.04641,0.0,0.0,7.319566344537939
n,106,2003,368.383073148951,7.077720000512005,18.565440000000002,0.0,0.0,7.376831731055382
n,106,2004,275.056897654,7.0812545083955145,25.214033,0.0,0.0,7.260609448529371
n,106,2005,280.5514875,7.080076339101011,18.962093,0.0,0.0,8.276798065894527
n,106,2006,466.333502649569,7.07536027637905,32.5198724495,0.0,0.0,6.653813491300396
n,106,2007,492.3384603432113,7.065931536479078,24.1667824495,0.0,0.0,8.496317995118629
n,106,2008,266.59606259088696,7.06710970577358,25.7007042688,0.0,0.0,8.823192828826485
n,106,2009,247.0129326025739,7.065931536479078,23.227891989200003,0.0,0.0,8.020167872439531
n,106,2010,305.1467580417043,7.064749981640626,23.159424989199998,0.0,0.0,7.079857024399877
n,106,2011,571.9260094821218,7.200320703563251,23.287717462399996,0.8,0.0,8.954745229187303
n,106,2012,566.4649616531826,7.074182107084548,23.710165462400003,3.57,0.0,8.603636834607789
n,106,2013,762.0555988877564,7.18381617680836,23.797680688200003,0.0,0.0,6.327909716818522
n,106,2014,635.363612091513,6.240410656410979,26.399809000000005,0.0,0.0,5.201563257181123
n,106,2015,788.9232794154782,6.915633698375167,19.812435,0.0,0.0,7.888928857316887
n,106,2016,462.4191156803134,6.918833037407654,30.1226774,0.0,0.0,6.251126170385327
n,106,2017,778.1225952667132,6.9169845304111055,27.5110972,0.0,0.0,8.59883868910881
n,106,2018,606.4454671984348,7.079595591860151,28.603472999999997,0.0,0.0,8.89554971871466
n,106,2019,776.1481754673738,7.077469470259727,28.731812400000003,0.0,0.0,9.55575590080615
n,106,2020,522.9301015999304,7.078119494698073,19.72182251676382,0.0,0.0,15.435981482536835
n,106,2021,849.2049110976,7.080015399309916,21.18753686355828,0.0,0.0,11.842569154864314
n,106,2022,739.113877456487,7.080015399309916,19.873873652059775,0.0,0.0,12.820778535209817
n,107,1990,0.0,89.498,55.418,0.0,0.0,128.259
n,107,1991,0.0,89.498,55.418,0.0,0.0,99.535
n,107,1992,0.0,89.498,55.418,0.0,0.0,111.362
n,107,1993,0.0,89.498,83.615,0.0,0.0,107.299
n,107,1994,0.0,89.498,42.635,0.0,0.0,103.577
n,107,1995,0.0,89.498,84.11,0.0,0.0,115.272
n,107,1996,0.0,88.16972513767183,72.12827731954513,0.0,0.0,64.19492206021617
n,107,1997,0.0,88.16972513767183,69.98941249332479,0.0,0.0,79.9332729410505
n,107,1998,0.0,88.16972513767183,42.687842823420524,0.0,0.0,75.31197724402419
n,107,1999,0.0,88.16972513767183,44.07803202891863,0.0,0.0,69.7680765249145
n,107,2000,0.0,88.16972513767183,33.75625577507604,0.0,0.0,73.10931209594548
n,107,2001,0.0,295.67905153032575,58.40004506079957,0.0,0.0,73.76213686556648
n,107,2002,11.5834074438488,295.7775063936897,60.90791946755956,0.0,0.0,74.61442889012855
n,107,2003,78.2401602168792,295.7282789620077,60.533202394591825,0.0,0.0,75.63442840280632
n,107,2004,37.542966602,295.8759612570535,35.55050959065583,0.0,0.0,77.54072880727121
n,107,2005,90.36028125,295.82673382537166,25.864176365404735,0.0,0.0,70.31891719702472
n,107,2006,41.58108553260871,295.62968264050687,35.22249322055899,0.0,0.0,61.8543361761507
n,107,2007,124.69083975950608,295.2357217289141,32.913904931570386,0.0,0.0,76.04893116459651
n,107,2008,39.22578125770435,295.284949160596,32.355941652870385,0.0,0.0,82.13396933548427
n,107,2009,114.81332611349566,295.2357217289141,37.33463252772744,0.0,0.0,75.9761159960493
n,107,2010,50.08197216069564,295.18635283909515,37.77428026973941,0.0,0.0,71.72742233034322
n,107,2011,199.8520780337392,300.8509024778086,38.0335001515796,0.0,0.0,80.8163389922892
n,107,2012,64.05695136511305,295.5804552088249,45.61931690617198,0.0,0.0,82.93319979687959
n,107,2013,166.15260240260866,300.1612940598501,45.65216690617198,0.0,0.0,72.18068629253463
n,107,2014,52.98170050493913,260.74299397307175,45.81224323746046,0.0,0.0,65.54969102882055
n,107,2015,131.13239464229565,288.9558291941763,43.74068323746045,0.0,0.0,80.97591983581898
n,107,2016,0.0,289.08950713365755,46.25507323746045,0.0,0.0,77.32299879028427
n,107,2017,0.0,289.01227099084616,45.59649323746045,0.0,0.0,88.83941209457129
n,107,2018,89.2140191416,295.8066467699153,44.28005394341504,0.0,0.0,82.57956367612218
n,107,2019,224.93294037147828,295.7178110598685,62.619005473853086,0.0,0.0,84.45601647313667
n,107,2020,171.87995015467826,295.7449710221759,42.88190930275835,0.0,0.0,98.59684024483356
n,107,2021,129.02264710991307,295.82418757890537,39.37304204816882,0.0,0.0,85.69208479396771
n,107,2022,116.6636670757913,295.82418757890537,39.37304204816882,0.0,0.0,94.52916552832488
n,108,1990,87.438,49.422,8.929,0.0,0.0,142.817
n,108,1991,80.861,49.422,8.929,0.0,0.0,113.618
n,108,1992,74.283,49.422,8.929,0.0,0.0,135.317
n,108,1993,97.509,49.422,10.917,0.0,0.0,127.482
n,108,1994,142.861,49.422,24.454,0.0,0.0,124.841
n,108,1995,168.383,49.422,38.281,0.0,0.0,142.54
n,108,1996,183.387,48.73820190736864,26.87426996957442,0.0,0.0,75.82856737996131
n,108,1997,209.047,48.73820190736864,23.139229197140168,0.0,0.0,111.16859217095188
n,108,1998,269.079,48.73820190736864,17.997325039284057,0.0,0.0,95.9005066646243
n,108,1999,239.546,48.73820190736864,20.53427536252218,0.0,0.0,85.94751162713632
n,108,2000,281.8101,48.73820190736864,21.83964629658952,0.0,0.0,94.36532481729344
n,108,2001,1.17025,163.44459836709888,22.79027340253483,0.0,0.0,83.96383825893086
n,108,2002,1.61151598779392,163.49902195753086,21.97531049235876,0.0,0.0,83.25123157155565
n,108,2003,13.886378271068036,163.47181016231485,22.085087359158273,0.0,0.0,86.57156654773826
n,108,2004,50.303426432,163.55344554796284,21.862434136884374,0.0,0.0,94.21984386574708
n,108,2005,5.1263812500000006,163.52623375274686,21.319964946522568,0.0,0.0,89.14248577625256
n,108,2006,15.132876000877175,163.41730837706908,21.830239409598082,0.0,0.0,70.64935031470776
n,108,2007,59.70993255517283,163.1995358205273,27.08726889757396,0.0,0.0,96.65688732792474
n,108,2008,71.06551797307824,163.22674761574328,26.760410692309037,0.0,0.0,93.1218577408342
n,108,2009,0.2335260869565217,163.1995358205273,17.768840059486273,0.0,0.0,85.13487220073968
n,108,2010,0.0,163.17224583049747,17.552541539741547,0.0,0.0,73.52298946929899
n,108,2011,0.0,166.30347895586837,18.257975278836867,0.0,0.0,100.33358893450736
n,108,2012,0.2286260869565217,163.39009658185307,18.086639748283517,0.0,0.0,101.81181725672894
n,108,2013,0.0,165.922279238403,18.400698279097327,0.0,0.0,78.61023829793885
n,108,2014,1.923456123095652,144.13274699845505,18.439490048119932,0.0,0.0,63.76769397795936
n,108,2015,25.431515325286952,159.72815525495656,16.548968114959777,0.0,0.0,84.95402842630284
n,108,2016,16.611284804313,159.80204935403444,19.737296685441642,0.0,0.0,88.5415611196039
n,108,2017,79.939754476487,159.75935498567833,19.431085166640976,0.0,0.0,99.95335503604174
n,108,2018,20.99422884045217,163.51513008918167,21.055408232309727,0.0,0.0,83.29839544832424
n,108,2019,38.83179121735651,163.4660237460908,21.069688744159542,0.0,0.0,88.2765296971861
n,108,2020,17.27233626921739,163.48103715034787,20.93452575494775,0.0,0.0,106.25245024499644
n,108,2021,88.26737152469566,163.52482624609775,20.06602313467906,0.0,0.0,84.98443784443026
n,108,2022,31.97382912173913,163.52482624609775,20.06602313467906,0.0,0.0,114.83005512948804
n,109,1990,1.458,75.924,67.292,0.0,0.0,609.096
n,109,1991,1.349,75.924,67.292,0.0,0.0,461.556
n,109,1992,1.239,75.924,67.292,43.0,0.0,625.31
n,109,1993,1.625,75.924,85.509,272.4,0.0,571.395
n,109,1994,2.382,75.924,59.98,43.0,0.0,450.071
n,109,1995,2.807,75.924,76.641,43.0,0.0,604.492
n,109,1996,3.058,74.99792408567943,79.9564749390372,0.0,0.0,307.06995641049286
n,109,1997,3.486,74.99792408567943,76.62856122257853,710.4,0.0,518.477199099992
n,109,1998,2.644,74.99792408567943,71.96843017861659,15.96,0.0,407.03730748540994
n,109,1999,3.994,74.99792408567943,72.81732288196812,19.8,0.0,321.27171323531564
n,109,2000,107.403075,74.99792408567943,67.68093267146985,0.0,0.0,523.299454485449
n,109,2001,14.7540625,125.32004102745906,62.55703226300649,0.6408,0.0,276.0811033149488
n,109,2002,527.3102486472935,125.24554727656182,56.54739723764016,0.0,0.0,415.8694754654908
n,109,2003,333.45158399892546,125.3052285263181,53.81556838064131,0.0,0.0,320.4415307667245
n,109,2004,353.83584686100005,125.0889906280168,54.07464290422489,0.0,0.0,389.0095364118222
n,109,2005,336.122634375,124.99930585720222,53.97482470040715,0.0,0.0,508.49417745996095
n,109,2006,351.4859630867786,125.08860852888942,56.54143446974831,0.0,0.0,366.2453398289609
n,109,2007,472.9664821273562,124.79725169275873,52.42018958229018,0.26344,0.0,445.73122966671633
n,109,2008,540.2433324388521,124.73759851083294,55.2384140619691,0.0623,0.0,461.2079584161691
n,109,2009,136.1257649973913,124.73011697681878,55.650345913135325,0.4361,0.0,370.54784270814895
n,109,2010,460.25839569965217,124.91646836245876,54.90929585570378,0.4094,0.0,306.96423322754816
n,109,2011,260.2353479185043,124.75920306669238,55.883864667257356,0.02136,0.0,400.1744840125936
n,109,2012,369.03093834549566,125.05139163158026,56.061427673376,0.356,0.0,486.3588481628195
n,109,2013,170.0791117796174,125.0566063551161,55.850889525282454,0.2759,0.0,331.655714867425
n,109,2014,132.09018961867827,112.04628565580431,57.637197546465266,0.158954,0.0,274.616082338947
n,109,2015,368.0705527824348,115.6950476656287,63.839211739403474,0.0,0.0,323.9568478921066
n,109,2016,110.01661069283472,115.98346089092998,67.15690703509401,0.04183,0.0,314.1278772535994
n,109,2017,392.6500292717916,115.94732873154722,63.167917083880724,0.0,0.0,474.5420413390872
n,109,2018,56.343414148139125,124.4712060650859,57.71931522627625,0.0,0.0,374.0068320396508
n,109,2019,381.57544257975655,124.56726918569382,61.47694894210874,0.0,0.0,425.6646049891122
n,109,2020,157.43182255370436,124.55139532935763,62.22312106214649,0.0,0.0,558.7850702598432
n,109,2021,382.21656777874784,124.98524967909489,59.17596109640273,0.0,0.0,389.0618273446841
n,109,2022,140.66142476288695,124.83313418969387,57.96717019642547,0.0,0.0,587.2275357340363
n,110,1990,123.885,16.486,97.983,0.0,0.0,61.113
n,110,1991,114.566,16.486,97.983,0.0,0.0,46.488
n,110,1992,105.246,16.486,97.983,0.0,0.0,55.39
n,110,1993,138.152,16.486,138.462,0.0,0.0,53.38
n,110,1994,202.407,16.486,118.922,0.0,0.0,51.23
n,110,1995,238.568,16.486,198.473,0.0,0.0,58.868
n,110,1996,259.826,15.914630335168164,117.50489160639432,0.0,0.0,19.3827115134078
n,110,1997,296.182,15.914630335168164,119.35703020569473,0.0,0.0,26.88804129308289
n,110,1998,291.41700000000003,15.914630335168164,112.4993369147038,0.0,0.0,23.638481559832197
n,110,1999,339.39300000000003,15.914630335168164,121.12799461952463,0.0,0.0,20.455409890097048
n,110,2000,326.89215,15.914630335168164,127.27165990704646,0.0,0.0,22.49424123417681
n,110,2001,22.819875,53.37005185862518,81.01079128263841,0.0,0.0,21.015502799371
n,110,2002,191.8897059607268,53.387822955820845,98.5958745664663,0.0,0.0,20.8301966495768
n,110,2003,390.222578438633,53.37893740722301,103.85609194680515,0.0,0.0,21.47426990559671
n,110,2004,341.351340301,53.405594053016515,101.54245316422467,0.0,0.0,23.8236167041114
n,110,2005,371.397515625,53.396708504418676,99.48124308637821,0.0,0.0,22.7999246928132
n,110,2006,574.4524313207096,53.36114077684174,100.13490913865888,0.0,0.0,18.899100145185088
n,110,2007,217.73473940256588,53.29003085487347,102.70135486314702,0.0,0.0,24.60483570349511
n,110,2008,455.2666530613912,53.2989164034713,93.16460094966101,0.0,0.0,23.267963014386197
n,110,2009,724.6475498145044,53.29003085487347,84.96489906249688,0.0,0.0,21.55395085582281
n,110,2010,735.4915692549563,53.28111977309,83.33313636291915,0.0,0.0,20.06695070620271
n,110,2011,662.3185605181218,54.30357065829544,83.43736267798448,0.0,0.0,24.72788010154916
n,110,2012,729.5469982566957,53.35225522824391,82.62016640573982,0.0,0.0,22.669834992745898
n,110,2013,802.1922298570782,54.17909637836896,83.10981947161856,0.0,0.0,18.826693330060955
n,110,2014,510.918862376313,47.06409547139928,94.18937468935846,0.0,0.0,15.342825584725636
n,110,2015,972.865809849426,52.156510612195156,95.1052255118833,0.0,0.0,20.223036620338416
n,110,2016,215.75525687015647,52.180639472611674,79.36790243109503,0.0,0.0,21.00457064552712
n,110,2017,1085.1198739891126,52.16669835325989,65.21335272997185,0.0,0.0,22.168194962847792
n,110,2018,374.2373650804522,53.39308279205979,77.4271918241383,0.0,0.0,18.851989478910436
n,110,2019,1178.3393549289738,53.377047951486716,86.08894064759204,1.17,0.0,19.21757971631319
n,110,2020,413.9817273500521,53.38195032312688,92.41925064759204,0.696,0.0,22.44188884987882
n,110,2021,1414.563241327235,53.396248907077414,87.59457064759204,1.92,0.0,17.609180798971675
n,110,2022,262.4957602554435,53.396248907077414,77.03673729252597,14.46,0.0,22.91274144101828
n,111,1990,51.17,12.205,9.026,0.0,0.0,279.435
n,111,1991,47.321,12.205,9.026,0.0,0.0,235.032
n,111,1992,43.472,12.205,9.026,0.0,0.0,301.912
n,111,1993,57.064,12.205,8.682,0.0,0.0,265.855
n,111,1994,83.605,12.205,9.483,0.0,0.0,245.969
n,111,1995,98.54,12.205,7.991,0.0,0.0,283.211
n,111,1996,107.321,11.439036989330468,9.24820107632182,0.0,0.0,169.88062919358336
n,111,1997,122.337,11.439036989330468,8.474997350484553,0.0,0.0,282.4776917220969
n,111,1998,91.154,11.439036989330468,8.879871339978555,0.0,0.0,217.17344229633565
n,111,1999,140.186,11.439036989330468,7.492024954419472,0.0,0.0,189.92114741417095
n,111,2000,126.281025,11.439036989330468,7.248452122711594,0.0,0.0,224.1560147220698
n,111,2001,3.0380000000000003,35.64420932267458,8.59999935059706,0.0,0.0,146.9837688704774
n,111,2002,98.60755407152968,35.63312442189244,7.507910356891334,0.0,0.0,165.4847444753595
n,111,2003,87.25978362641312,35.67646985604552,7.743715908752728,0.0,0.0,155.24409851666334
n,111,2004,82.785029437,35.615739023816644,7.741088400599208,0.0,0.0,190.4817724188381
n,111,2005,114.66845625,35.53937500939001,7.723207484106381,0.0,0.0,211.46787506682
n,111,2006,153.57524735527434,35.55524213536489,7.790193772697918,0.0,0.0,165.26167387478654
n,111,2007,65.34429382149567,35.53027408996735,6.457908630838565,0.0,0.0,200.58002226328304
n,111,2008,132.1610435347478,35.50583014769528,7.695833149921041,0.0,0.0,193.98195939702956
n,111,2009,296.5321546449739,35.53027408996735,7.681927651881706,0.0,0.0,164.01608398386895
n,111,2010,37.16780710636521,35.52321336747538,7.5218121729129805,0.0,0.0,149.03527058401156
n,111,2011,233.14518996382608,35.56003706202235,7.53200609691072,0.0,0.0,164.9910483326483
n,111,2012,68.27793506170434,35.60488806681165,7.555205517418061,0.0,0.0,192.6067421664493
n,111,2013,268.4726042140174,35.54311737320512,7.486739406341314,0.0,0.0,144.32689346925616
n,111,2014,108.21337656695653,31.34670516028607,8.385082267848151,0.0,0.0,105.5611419243484
n,111,2015,115.78297163186087,33.373739428501025,8.55637979835197,0.0,0.0,139.7577539453428
n,111,2016,0.0,33.38578767980349,8.907440181647429,0.0,0.0,170.05828994048574
n,111,2017,0.0,33.392575766089706,8.260479890537054,0.0,0.0,219.68653939590945
n,111,2018,88.52149491147826,35.63249511894972,7.797891672520914,0.0,0.0,174.18954855782937
n,111,2019,105.88530269885216,35.59476154129834,7.835019365633448,0.0,0.0,212.86777413286453
n,111,2020,145.1764351036174,35.601743790264074,7.818659314564311,0.0,0.0,260.4842543899934
n,111,2021,67.4560616347826,35.61194723465724,7.818659314564311,0.0,0.0,181.812656273938
n,111,2022,107.65750434024348,35.610821290273954,7.593748206785094,0.0,0.0,255.6013160341626
n,112,1990,0.0,98.937,33.491,0.0,0.0,484.79
n,112,1991,0.0,98.937,33.491,0.0,0.0,399.635
n,112,1992,0.0,98.937,33.491,0.0,0.0,485.125
n,112,1993,0.0,98.937,58.721,0.0,0.0,457.266
n,112,1994,0.0,98.937,35.702,0.0,0.0,395.31
n,112,1995,0.0,98.937,64.322,0.0,0.0,447.881
n,112,1996,0.0,97.46442293370144,67.62059443025369,0.0,0.0,266.81131207136536
n,112,1997,0.0,97.46442293370144,64.25947648043903,0.0,0.0,449.1927175917555
n,112,1998,0.0,97.46442293370144,40.71000811040819,0.0,0.0,354.2529259195252
n,112,1999,0.0,97.46442293370144,32.8451486695088,0.0,0.0,297.01683218539904
n,112,2000,0.0,97.46442293370144,29.635704930867142,0.0,0.0,362.0413188402296
n,112,2001,10.943,300.583048468894,34.2028413677979,0.0,0.0,251.68579300454056
n,112,2002,1.02236953024,300.4612243093607,34.50508152785168,0.0,0.0,284.39844277568545
n,112,2003,37.15123237122731,300.88760886772735,32.46673598660489,0.0,0.0,273.7847274070424
n,112,2004,70.858138795,300.27848807006075,32.07453381791673,0.0,0.0,322.9769500546483
n,112,2005,57.15053437500001,299.54754311286086,29.976409557854105,0.0,0.0,367.4172627498427
n,112,2006,102.5418499456522,299.7302793521609,29.68373593626484,0.0,0.0,292.980561360765
n,112,2007,247.5540595151273,299.54754311286086,29.55998052372231,0.0,0.0,353.6009220935748
n,112,2008,214.4916731122087,299.3038947937943,31.73540387471447,0.0,0.0,335.758452716162
n,112,2009,173.83731574128694,299.54754311286086,31.29247533510175,0.0,0.0,289.7640203103213
n,112,2010,139.085654592,299.4866310330942,31.150138847906945,0.0,0.0,273.41298644955725
n,112,2011,168.07090611297392,298.999334394961,31.393228847906943,0.0,0.0,325.1628278680528
n,112,2012,193.3742683895652,300.21757599029416,31.285428337241633,0.0,0.0,365.2432363390721
n,112,2013,183.8799107717913,298.9384223151943,31.258989717452728,0.0,0.0,274.5681306723954
n,112,2014,97.315777564,264.2366020277513,33.544835678029045,0.0,0.0,211.0807937022432
n,112,2015,143.0764317045913,279.63346191675316,36.39214804717409,0.0,0.0,264.83877279042565
n,112,2016,73.7481691270261,279.7300411458889,43.48018788588952,0.0,0.0,296.55845493291343
n,112,2017,214.0927675458084,279.80716556627783,33.39166252702133,0.0,0.0,379.3000558880848
n,112,2018,129.2979761105391,300.45080209038923,28.292483755256434,0.0,0.0,290.4175055498814
n,112,2019,187.43295023346084,300.0992259037514,30.074149173350193,0.0,0.0,358.98516200036875
n,112,2020,101.37651822271305,300.16268563704426,33.08635670061702,0.0,0.0,477.8230704467528
n,112,2021,191.2963840233739,300.24953746180665,32.530854224122244,0.0,0.0,356.1082495486378
n,112,2022,93.66474349554782,300.23865203310316,34.280242409238525,0.0,0.0,392.1911630127252
n,113,1990,98.525,15.842,9.447,0.0,0.0,195.687
n,113,1991,91.114,15.842,9.447,0.0,0.0,164.748
n,113,1992,83.703,15.842,9.447,0.0,0.0,193.397
n,113,1993,109.871,15.842,9.712,0.0,0.0,178.49
n,113,1994,160.974,15.842,10.369,0.0,0.0,174.165
n,113,1995,189.732,15.842,10.813,0.0,0.0,187.713
n,113,1996,206.639,15.401587237850975,10.784814377885521,0.0,0.0,109.61276265953067
n,113,1997,235.552,15.401587237850975,10.74265025563529,0.0,0.0,183.22561268728325
n,113,1998,309.987,15.401587237850975,11.245061493607674,0.0,0.0,153.3968352098645
n,113,1999,269.918,15.401587237850975,10.784061493607673,0.0,0.0,121.6729704345309
n,113,2000,247.29607500000003,15.401587237850975,6.234919424460411,0.0,0.0,137.3692746825243
n,113,2001,235.0749375,51.64955090240622,8.577804458851894,0.0,0.0,116.99758317649696
n,113,2002,133.9306386796844,51.66674910921385,9.356770232705758,0.0,0.0,115.47383580147726
n,113,2003,85.79928627709837,51.65815000581003,9.153954573757309,0.0,0.0,124.60956338583055
n,113,2004,189.177385341,51.683947316021495,9.889104574552487,0.0,0.0,140.18666384562323
n,113,2005,179.0692125,51.67534821261766,9.950507628939583,0.0,0.0,142.70836592305622
n,113,2006,276.8949352065218,51.64092708893515,10.283868020938316,0.0,0.0,120.36348043552732
n,113,2007,236.25685329354712,51.572109551637354,10.30992717650194,0.0,0.0,163.06490223320205
n,113,2008,258.1979355110956,51.58070865504117,10.473798759968389,0.0,0.0,151.74120769237206
n,113,2009,237.11208509742607,51.572109551637354,10.366820351070333,0.0,0.0,134.17359429180198
n,113,2010,380.2144815255304,51.56348573816629,10.323620351070334,0.0,0.0,114.33243186466262
n,113,2011,218.06217000274785,52.552975671219336,10.323620351070334,2.5,0.0,149.8328523336521
n,113,2012,183.5122359828522,51.63232798553133,10.330485249845951,0.84,0.0,164.69777554512538
n,113,2013,311.7165621420869,52.43251409336415,10.376118112529593,0.78,0.0,117.48595608928665
n,113,2014,311.0075927446609,45.546880883026375,10.379829120696552,1.08,0.0,84.48567118440556
n,113,2015,365.78206249088703,50.47513082603658,11.141429120696554,1.0,0.0,104.92555423645588
n,113,2016,358.3784058160352,50.498481839590056,10.160982418899003,1.1,0.0,118.03977842938014
n,113,2017,472.136104799792,50.48499014287027,10.347848571136709,1.1,0.0,139.05422240524527
n,113,2018,253.8421397333565,51.671839383067834,10.292952568998723,0.837,0.0,113.27684015760424
n,113,2019,339.822475144313,51.65632146083336,10.292694001918981,1.091,0.0,127.61754605213576
n,113,2020,404.4419968625391,51.66106579374582,9.307954051457992,1.159,0.0,176.77795709613568
n,113,2021,471.2434139654609,51.674903431407124,9.307954051457992,1.082,0.0,131.8202022379529
n,113,2022,222.2247984678609,51.674903431407124,10.863873924108791,0.771,0.0,167.4684636892946
n,114,1990,8.68,5.066,7.865,0.0,0.0,80.83
n,114,1991,8.027,5.066,7.865,0.0,0.0,62.877
n,114,1992,7.374,5.066,7.865,0.0,0.0,73.195
n,114,1993,9.679,5.066,4.704,0.0,0.0,67.674
n,114,1994,14.181,5.066,11.446,0.0,0.0,68.347
n,114,1995,16.715,5.066,8.546,0.0,0.0,74.35
n,114,1996,18.205,5.01966354979307,9.667677922214157,0.0,0.0,31.17954616848664
n,114,1997,20.752,5.01966354979307,9.480850025838391,0.0,0.0,45.57732860144689
n,114,1998,63.169,5.01966354979307,8.768585532025705,0.0,0.0,38.337390454474765
n,114,1999,23.779,5.01966354979307,8.368436822854234,0.0,0.0,32.743935289584314
n,114,2000,59.415525,5.01966354979307,8.284615379010825,0.0,0.0,35.144976694522185
